design_key,e_rebound_mean,fn_hz_mean,hic15_in_mean,hic15_out_mean,hic15_ratio_mean,hic36_in_mean,hic36_out_mean,in_1000_g_mean,in_180_g_mean,in_avg10ms_g_mean,in_avg15ms_g_mean,in_avg1ms_g_mean,in_avg36ms_g_mean,in_avg3ms_g_mean,in_avg5ms_g_mean,in_cfc60_g_mean,in_clip3ms_g_mean,in_dv_ms_mean,in_raw_g_mean,in_width_ms_mean,late_avg10ms_g_mean,late_avg3ms_g_mean,out_1000_g_mean,out_180_g_mean,out_avg10ms_g_mean,out_avg15ms_g_mean,out_avg1ms_g_mean,out_avg36ms_g_mean,out_avg3ms_g_mean,out_avg5ms_g_mean,out_cfc60_g_mean,out_clip3ms_g_mean,out_raw_g_mean,ring_r2_mean,second_rel_db_mean,srs1000_in_g_mean,srs1000_out_g_mean,srs1000_ratio_mean,srs120_in_g_mean,srs120_out_g_mean,srs120_ratio_mean,srs250_in_g_mean,srs250_out_g_mean,srs250_ratio_mean,srs30_in_g_mean,srs30_out_g_mean,srs30_ratio_mean,srs520_in_g_mean,srs520_out_g_mean,srs520_ratio_mean,srs60_in_g_mean,srs60_out_g_mean,srs60_ratio_mean,t1000_mean,t180_mean,t60_mean,t_at_out_avg10_ms_mean,t_late_ms_mean,t_second_ms_mean,tavg10ms_mean,tavg15ms_mean,tavg1ms_mean,tavg36ms_mean,tavg3ms_mean,tavg5ms_mean,zeta_pct_mean,batch,mass_g,nom_R_mm,nom_H_mm,nom_twist_deg,nom_strut_d_mm,nom_cable_d_mm,tierB_t180,tierC_t180,n_prints
trial31,0.02276238604548183,289.24131370183284,1279.354985702382,1480.3034153675221,1.157897764317867,1279.354985702382,1480.3034153675221,265.25753680176405,219.6968589321404,55.87129650482875,38.089090801074725,247.38098657498512,16.365069504389744,167.3225795776684,109.20117612653118,110.61882956308867,47.02712714377117,5.2043127957189075,280.46414895166663,2.4363111111111113,9.945905888636686,15.113094351132744,310.51524498414153,229.7958670558657,79.73875939870395,58.56929124328025,264.9375394140412,29.67414534362026,179.58438781844234,126.97671953061396,115.79041537013198,68.8088155864483,336.25171439071653,0.5978956522152981,-7.723541352726175,298.5288078403897,391.17199465535816,1.308410384018171,312.42228454218287,323.15986686273345,1.0344254341365824,389.6015727160277,412.0816139255862,1.0578887868313416,95.86163283483704,98.43994886751175,1.0269566894547504,314.05716309956546,342.7324867896566,1.0923445122223372,183.55183598500787,192.07298351071552,1.0465031999995442,1.1715666862767673,1.0461144978844388,1.046834519729777,2.688888888888954,21.56611111111163,24.0172222222228,1.4267331476369365,1.5374268507049986,1.071440542884204,1.8130832891988955,1.0733248927946382,1.1627386892886864,11.667652081990461,round3,20.035,27.5354,86.4155,40.0,12.0,5.5,0.46647382549709193,0.8482455317425195,2
trial32,0.03277897622785676,357.42423099383865,1278.7268376721295,3063.8408736519614,2.3497044060150443,1278.7268376721295,3063.8408736519614,264.6779608535154,219.52081725573794,56.288215518132205,38.13577925676424,246.74422534042088,16.28544237608189,167.9285438144925,109.71434461294373,111.0337362242661,49.28479382183659,5.269414303285388,298.9681005572222,2.449755555555556,19.268766534649615,42.86189967494248,536.1569739259933,250.69303661494908,114.06413132334946,82.6926321387074,347.4439906039856,39.93843638048796,220.2098457433344,165.71634816473937,120.16045368822346,69.9601218101507,1128.9193174338156,0.5988208277281608,-12.748971324761424,303.159507114074,799.0761158511817,2.611731679742411,312.87407840686444,333.2375875755891,1.06443641492171,385.9417167682831,463.7160626247694,1.197447801694361,96.45364489982535,103.5886164551126,1.0739159737244726,304.6291645701623,516.3388913391877,1.67844102768455,184.389919839625,196.65205880141036,1.066413400116522,1.999052673728996,1.139951341383271,1.0818908378702154,3.605555555555642,60.73166666666813,35.066666666667516,2.0247122980469396,2.1715458933675733,1.3986850283854984,2.461125492767005,1.3081329643192798,1.5076614167310496,6.4777085446472,round3,20.189999999999998,40.0,81.0634,40.0,10.8452,5.5,0.4981845906129365,0.8854694699812826,2
trial33,0.027972318195854023,313.6139947826646,1310.081607394638,1643.0749205782731,1.2564448709330402,1310.081607394638,1643.0749205782731,268.6109836531764,221.66390030263253,56.124200415392615,38.248797364634,249.19740472465855,16.478536037941907,169.0067221835796,109.80465225875786,111.32247782592695,46.3722815516697,5.254526574889139,277.24169913750006,2.4325111111111113,7.856878509959364,10.49861185624373,319.30994855245166,235.38765555248955,88.63228931077896,65.58726045390279,261.94575563890265,30.304171032004596,192.65332978147032,142.29605022499578,117.71871148279322,85.25847820830731,333.5912239245049,0.7588495840028098,-10.364496726004026,313.4015603147136,481.72669551412514,1.547717775715593,315.2260139000024,335.36831459905886,1.064050578685217,393.09823587012266,420.62345762519817,1.0707807359295685,96.33470570546895,98.97817419385478,1.0275809595784224,308.3972174502227,349.2354528200369,1.1366580017730779,184.59945727478868,195.1822846873672,1.0574037898768163,1.1902067025677336,1.062253699514332,1.0575333210126758,3.3916666666667483,30.551666666667405,30.220000000000727,1.5794915049867386,1.7161052692006002,1.0516941331533851,1.842999214806696,1.1399908705653083,1.2959833138371133,8.37266332177315,round3,19.49,25.0,60.0,40.0,6.0,5.5,0.5747862523288086,0.867124109032197,2
trial34,0.021536716817755312,340.42908081189023,1274.5980982474057,1572.2512866328339,1.2345813954184321,1274.5980982474057,1572.2512866328339,263.61398789211205,219.18695547214577,56.11638047759163,38.07280977255799,245.61286561203633,16.252226961873223,167.76763551523624,109.67907301429055,110.9457957540311,48.943244987833346,5.2732788128902675,275.7502164397222,2.452888888888889,8.074609048379136,15.23354761240206,290.899691996186,233.71077086634745,83.50883884132699,59.74695791097501,263.0860621662987,28.177261865376423,189.4588465644039,137.96293012176693,117.4093528073657,75.97202815924558,309.70528079861947,0.8817514275899679,-9.564830458261921,299.8286206683432,343.91855936026866,1.146757046932822,312.623467135964,332.2714940928146,1.0630489282867455,385.3994323957505,409.16997495322386,1.0619711988025133,96.4056951155845,98.64696325218179,1.0233409876220136,306.6851523661197,326.20011478645654,1.0634162805970981,184.21060068203033,193.63628507665146,1.0512609621392883,1.1040343596920257,1.0664898081575815,1.0583467388936938,2.8427777777778465,23.70888888888946,23.01222222222278,1.4880201281784042,1.569498698956943,1.0715389971146299,1.7359532146073948,1.1294499952078199,1.2578785992502841,9.208081760329298,round3,19.39,25.0,60.0,40.0,10.138,5.5,0.6826672732798673,0.8840468961441985,2
trial35,0.03640950917592893,336.62449565121887,1283.3894945374213,1286.853606294359,1.0038725838975566,1283.3894945374213,1286.853606294359,267.19412595304846,220.12089860497446,56.474332307360896,38.47545945173009,247.7301198662759,16.53840285818015,168.22943567913805,109.9193482924694,111.29475342849742,48.21530271353873,5.22066805502211,278.99548361561114,2.4461333333333335,25.60564911073091,48.91267697864035,278.24374183600867,219.10752046830828,74.34793482345088,61.72584191256587,246.5829669570641,33.440187056679584,168.89120465085546,116.86563692424632,111.53719729878509,47.74332000880382,297.48395925476837,0.9342358169128318,1.7109196287047617,306.5571760191917,394.6366373113959,1.2871156057861413,313.5132382228481,303.88972839396536,0.9695101853693944,387.8648356396109,374.1577312427024,0.9650020031928015,96.45904829358003,99.83231405752657,1.0352191195824108,306.57079184300807,293.22670397675574,0.9573525796737916,184.8128834016877,183.1438119067854,0.9911073011401277,1.0417546865720817,0.9956439427376595,1.0023026400064867,3.3655555555556367,38.18444444444537,38.794444444445375,1.3165419298000138,1.6039906581998302,0.9958307957815086,2.0212276782972585,1.0040816549202143,1.0634064165380388,26.49283497548592,round3,19.415,25.0,60.0,61.5445,8.9001,3.0,0.43269361817304947,0.7955683573975257,2
trial36,0.043959016181310685,310.1165555233109,1351.2845946973127,1553.0956938476643,1.149569541477763,1351.2845946973127,1553.0956938476643,272.9929273634825,224.3960472284952,56.47691990196358,38.26207867050789,252.63550747452274,16.52220087350282,170.4745633749962,110.72014405095705,112.31029527491452,46.826729887083275,5.3458248979539995,280.9957222961111,2.4214222222222226,16.5105011672844,31.17284455576178,350.2863341084833,236.8829551619539,72.81273607608253,58.27368749360477,272.7461091812818,32.716422123578596,176.86039624008765,120.62941830039935,115.22555575333139,46.75445714000928,497.69687724067796,0.9312292616441787,-3.6534326632554945,313.63916376267446,490.2554418071262,1.5760688856152563,318.40757149903743,321.9849261276636,1.0113027131311452,398.22269275159465,417.2608550503985,1.0482353160607922,97.20843099813743,100.41550255541816,1.032912749648232,318.0630791160212,342.53570507791346,1.0782953753566114,186.18713510086212,188.10987195552858,1.01026371562393,1.2887827255774509,1.05585836674274,1.0259308914700451,3.268333333333412,44.39388888888996,48.158888888890054,1.2892058289299033,1.5224450769783924,1.0805729924918592,1.9777288865692002,1.0374726656360593,1.0894870411861595,19.07579874649994,round3,19.395,25.0,60.0,40.0,7.9863,3.0,0.5958199058604332,0.8359546896703602,2
trial37,0.03194307308084732,504.8428808941027,1268.7107013179577,765.8009471530293,0.6035891970204026,1268.7107013179577,765.8009471530293,269.9981822224166,219.86124236408293,55.54961843578165,37.66683991500948,249.2175236924957,15.915630925105809,167.19551506534893,109.27382467059292,110.38325262964601,48.51623422645483,5.214587482198393,281.28157665555557,2.4298222222222225,22.590315023642674,39.67681511104891,212.38420177898172,176.57409449479053,64.47107363149246,50.99321159582186,198.10953114953992,28.74482672202469,144.54249832110338,103.31386177902384,96.99280042546712,74.15241612986841,219.00669431628947,0.7429320718223392,-11.656971944952177,308.02953166201814,225.5367769720059,0.7323050397663375,311.79299233779074,236.45110106455635,0.758358942661967,384.30921577827564,276.9977221627263,0.7207685685895626,95.76941477506165,82.29637550571596,0.8593185880157069,311.2420462204443,224.0419140236028,0.7198280527110403,183.27511340555273,149.5808398269903,0.8161551549467423,0.786619378095187,0.8031138203968776,0.8786888938476041,3.318888888888969,48.34222222222339,33.97444444444526,1.1606047545281946,1.3538106980635964,0.7949242140022457,1.8060952544120847,0.8645090007585658,0.9454565555451977,15.313999643538217,corny,19.62,40.0,78.1753,78.9832,10.4622,3.0,0.4952728575237402,0.7848216163167697,1
trial38,0.030539227244708676,390.8086244116721,1247.955942080501,1605.9595582353622,1.2869750802832867,1247.955942080501,1605.9595582353622,256.57126129357727,215.96498153417733,56.28196381603534,38.488011985737536,239.88751442374374,16.572869221417715,166.612764197922,109.14145549684244,110.30904096029366,49.0891172594313,5.103995581090507,265.3541747788889,2.4767111111111113,14.303671900937651,23.67543146550564,284.885731855182,234.2378768647945,91.62255193431697,69.49653303197103,260.9739150017133,37.37014556381572,182.99362288572888,144.92504264437676,117.19490851240789,48.529608528992156,287.78759155548295,0.7210586105518028,-4.9014654528095924,297.97548203390824,380.1317118012087,1.2757005136139474,309.4829575341818,309.01481234335677,0.9985011564820362,377.671668845617,381.29971405248574,1.0096063315274446,95.67857813163668,97.96132926237308,1.0239365568002219,296.69903073710753,302.59642063676927,1.019841189835737,183.4665257185384,191.43701310270833,1.0434816364703865,1.11032981056218,1.084622687062623,1.0624555401388003,3.725555555555645,31.71222222222299,31.775555555556323,1.6279467433257067,1.8056764495347497,1.0879037882234457,2.255716153654977,1.0983358916203132,1.3279015197438806,7.623532443830693,corny,20.21,25.0,110.0,40.0,10.9217,5.5,0.6285325964944887,0.7870214303640447,1
trial39,0.05975756605640608,763.3661559816205,1279.2222468114715,1397.745902705242,1.0926895122541103,1279.2222468114715,1397.745902705242,268.81348207821304,220.17535662247985,55.7954041384071,37.791674084688495,248.61693124743948,15.97916719672831,167.86300875742901,109.65051166933986,110.78138032528172,48.531302496972486,5.2414375379672125,291.74924494444446,2.437822222222222,22.37993916386422,40.57166834908179,264.91982744198094,209.94223903312846,71.55596600497451,55.618571572665715,233.98168312000482,30.69527946611814,175.5211921476915,120.51947293612267,106.27023713709895,44.45002473624903,566.6042979402062,0.8911436249376565,-15.821445026198663,306.099013890866,349.3926680709853,1.141428782965171,312.94296849686566,273.0170185074131,0.8724189909335274,385.83975171992404,359.5784453659375,0.9319371634847057,96.06367454380919,87.12113724307312,0.9069148454176553,309.2424155279359,303.11056610637047,0.9801830427430149,183.98107663062657,164.2695782449067,0.8928642353298445,0.9855521059264318,0.9535275915651015,0.9592815375934225,3.7144444444445335,39.13333333333428,63.877777777779315,1.2824776722903093,1.47172467245035,0.9411425138709085,1.9209770590553912,1.045622381622062,1.0991274243886493,4.680248921691871,corny,19.64,40.0,78.7391,80.0,10.2155,3.0,0.5183522156822268,0.7911273830950639,1
trial40,0.027562261961213298,338.241101950819,1313.860829338141,1738.6248997148139,1.3230559804649036,1313.860829338141,1738.6248997148139,271.01239440181973,222.2746804334986,56.18455694585631,38.08729921950624,251.34883563405305,16.251190660715096,168.96877657958976,110.49500063171756,111.52291951119666,48.06976252778039,5.28225086169797,281.8086468,2.4273777777777776,17.051254268468032,27.932183495770158,324.2464298850212,241.74193293413316,87.12648043706764,64.72123601984148,272.61437521394913,35.305443216880285,183.46677685134543,145.2123535260495,117.00944261960656,39.147250500735026,365.3350206352448,0.7704632253005206,-2.7207605701634447,307.9866387298387,384.89855672880304,1.2493005732779414,315.18033973572136,321.9678716973624,1.0215507513046655,387.9371092622665,398.5611198754358,1.027455927166119,96.79580336962125,99.45719206426621,1.0275530620814137,313.9212325223755,335.4426082040606,1.069059176620451,185.0838814669921,190.14474365156852,1.0273420024655378,1.1969800855464428,1.087555924669342,1.0491888937296523,3.04666666666674,33.03333333333413,29.697777777778494,1.5505099694041444,1.699010650229033,1.0846336617524293,2.17274489888386,1.0857504405987985,1.314080858990455,8.955382848870672,corny,20.58,25.0,110.0,40.0,6.0,5.5,0.9974621182589192,0.7924174890042301,1
trial41,0.01969924986565846,439.81443198969447,1271.037580132031,1110.8174874855047,0.8743140600396219,1271.037580132031,1110.8174874855047,269.9986132193756,219.92748673772135,55.5933221361332,37.76301193199803,249.03903703086488,16.11662192929397,167.3637078618956,109.25799086886978,110.35074615490184,47.83084958484383,5.190481424061762,281.6700674333334,2.429511111111111,22.072550395392696,49.576107298656474,260.8766039397824,200.26133476136278,70.06972862950809,54.079828134662684,231.53992993311442,32.74880579619282,163.83572324165095,114.70004983612567,105.54130619050353,73.09321860630513,339.7985983650052,0.806709634133019,-10.35526075564656,307.7980765157101,328.64723046880664,1.0692936227054401,311.9318728087232,268.72707057661233,0.8615007838428376,384.07138672111205,326.59715861417214,0.8503828181094653,95.7033432761966,90.53851403951073,0.9460300954627134,307.11892767960376,277.2161797138264,0.9027612423233433,183.17192793453478,166.78920791064877,0.9105613623302238,0.9659902389235706,0.9105953945413615,0.9564203495231456,3.0333333333334065,78.60444444444636,20.852222222222725,1.2603622038292461,1.4321143761013446,0.929836378550267,2.0320020844982096,0.9789481427235328,1.0498264044019832,28.335180229874748,corny,19.45,40.0,80.5353,80.0,10.3499,3.0,0.5343603534058408,0.781225796249034,1
trial42,0.028695340189995325,397.99844216517437,1293.4640651857155,1476.3785681132122,1.1413556241788543,1293.4640651857155,1476.3785681132122,261.4083480082569,219.80501498649204,56.74684366864054,38.54328503492863,245.59768775994215,16.428376045207287,168.280495175469,110.57300717178408,111.71739264541498,48.93591941857291,5.259245397869501,296.2732214415,2.4581333333333335,17.31213663878286,33.3514817604038,339.5755062666919,229.9024719302639,74.6679519066918,53.784647534040054,261.33156813700066,30.541189920232537,176.80808462843544,124.83620961203968,115.63550055540294,53.78088551620552,459.1580002393422,0.7811660055075877,1.1337312037285403,291.1508581619563,403.208815367797,1.3844312857032182,313.51134409355626,318.15520136373675,1.01479648642659,384.4372495583061,398.78910072638104,1.0373137012588627,97.07972604391749,100.58413887473267,1.0360982488976929,318.6546311948266,349.8671242152447,1.0976924665272103,185.68492645041408,190.18572724648232,1.024226427020174,1.29946008711745,1.0459449135339933,1.0350645962863663,3.0588888888889625,31.532222222222984,30.75777777777852,1.3158447951851768,1.3954872431147662,1.0639971400554717,1.8590491498314359,1.0506933005540828,1.1289926452882257,20.657866583998498,corny,20.2,25.0,110.0,40.0,12.0,5.5,0.6031955985758813,0.7858635461640301,1
trial43,0.0622126475599774,385.1329439728749,1252.5582101563364,940.9333214268095,0.7512067047200116,1252.5582101563364,940.9333214268095,262.89485730107356,218.06572348468657,55.85064383124138,37.82631725406953,244.97772211180933,15.980687895009728,166.80952326377633,109.21565663354941,110.38458188985346,48.94707127135073,5.229682763208082,282.53189365000003,2.4520444444444447,22.408659034168565,36.47863624122776,232.76301660896556,191.15238353349193,66.67527966618466,52.919468457047486,215.3233257494171,33.20284853446302,151.27048858640103,105.83234242194608,100.87557695721837,53.43858730843421,248.5655892122341,0.9266268942234768,-12.027100715078237,293.6226479144045,237.13980932823154,0.8075290575811278,310.6366129364857,253.99954913704744,0.8176744479561981,382.1583320095558,307.9565897567367,0.8058263359081301,95.91067337257692,86.77896812662905,0.9047915497085212,305.8944287967447,266.2058000683396,0.8702759267938709,183.40143193117558,156.63776736876554,0.8540710996972115,0.8853801244011029,0.8765806710880137,0.9138562561731516,2.9477777777778487,88.82222222222437,66.33222222222383,1.1938202021861914,1.3990358919960733,0.8789391804006487,2.0777399616695167,0.9068451242459873,0.9690217428950125,20.82309430976471,corny,19.46,40.0,70.5933,80.0,9.9716,3.0,0.4440638376997193,0.8130505941895162,1
trial44,0.014037713092161095,296.77063241451975,1358.7669063786302,1552.640276734366,1.1426072510454248,1358.7669063786302,1552.640276734366,274.53544912002747,225.21362896489205,56.424435890110594,38.12702229777423,254.28332787139627,16.34308109370568,170.57724093798612,111.15389232478294,112.33227856711738,48.52409178096473,5.360750843899777,282.02140385555555,2.4124888888888893,13.895040003707374,24.724382757712064,295.4908876007042,235.91243620598354,78.42820000591038,59.66726543948617,267.73869033014716,31.357167754975787,179.77393503162818,125.79942296921347,116.14141076397999,63.06700426300759,301.75198626264114,0.8939468762439261,-1.2239530835519592,298.80170955559095,335.33587365791055,1.1213384824850947,318.6424160967051,327.03481480456054,1.0263273927190282,395.23910672272245,413.77690449654756,1.0468843555997145,97.3907360812621,99.738108973683,1.0241132467048013,325.28995415519387,340.27631498248303,1.0458231330204526,186.32899407746638,191.4238073749697,1.027341497076044,1.0763686715328125,1.0474956471197776,1.0339061782829524,2.5655555555556178,16.515555555555956,15.345555555555926,1.3899757561688355,1.564960705875111,1.0528817591930038,1.9190814335565642,1.0539100800764205,1.1317621651472367,16.354931457509412,corny,20.56,25.0,110.0,40.0,6.0,5.5,0.9975628490985712,0.7922798716045513,1
trial45,0.029060714075141825,319.66975364149926,1278.1786166324769,1601.4434307523231,1.2528765281833343,1278.1786166324769,1601.4434307523231,263.36929052149395,218.89904044353702,56.94930619100657,38.829218676031786,244.68216353302356,16.66611818691056,168.5866955328987,110.4556855284851,111.72914384690341,49.07521184805795,5.1967736087166605,338.33713609555554,2.4712888888888886,15.568897005429752,30.944240800333496,328.6744218782995,234.32139889826482,78.41857068333994,59.24418013373918,281.75002999263455,32.682691721663744,181.49778511587846,129.78824973284338,115.18758134601323,59.61966660954273,424.1765096442689,0.7490843087733574,-4.20131348643723,300.5510973968599,348.4185541954725,1.159418588556397,313.1863807076336,319.30899339380346,1.019550688156777,381.79378151393036,405.45349503206785,1.0619724439727893,97.09994595134941,99.18788937879259,1.0214995169771794,295.86036055619604,308.1270885416399,1.0414317069402281,185.84046659214357,189.27201110027337,1.018466343443277,1.2479088033806507,1.0704557214791615,1.0309551443856573,3.41777777777786,31.52666666666743,30.800000000000743,1.3770057208119415,1.5257909652265917,1.1514965834513393,1.9610577301535004,1.0765849361537412,1.1750282050568552,9.82092457050117,corny,20.15,25.0,110.0,40.0,8.7618,5.5,0.7812410018500561,0.78864446468643,1
